gap_id,ts,season,week,kind,reason,detail,resolved
G0001,2026-09-26T20:29:56+00:00,2026,3,props_open,empty,"29 event(s) listed, 29 call(s) failed, 0 boards returned | resolved 2026-09-26T20:39Z",yes
